,loss,Over_Seg_Rate,Under_Seg_Rate,Overall_err_rate,val_loss,val_Over_Seg_Rate,val_Under_Seg_Rate,val_Overall_err_rate
0,18.141178174151314,2412.161376953125,0.6700208187103271,498713296896.0,0.6602566838264465,5.3216233253479,0.0018348537851125002,5.334062576293945
1,0.4346437868144777,3.495358943939209,0.03554840013384819,3.5749502182006836,0.3813922107219696,0.9433833360671997,0.009716594591736794,0.9636220932006836
2,0.387031411131223,1.7135310173034668,0.07652425020933151,1.9090722799301147,0.3948008418083191,1.4219328165054321,0.001242204336449504,1.4249240159988403
3,0.36419520113203263,1.1467493772506714,0.07763686776161194,1.3159828186035156,0.3675345629453659,1.0034754276275635,0.0033690156415104866,1.0102214813232422
4,0.35182736317316693,0.9237746000289917,0.08287548273801804,1.0861819982528687,0.35732367634773254,0.770626425743103,0.019385766237974167,0.8056561350822449
5,0.34718497925334507,0.9999849796295166,0.08712030947208405,1.1801525354385376,0.3443486839532852,0.8564514517784119,0.0066486746072769165,0.8688490390777588
6,0.34358489513397217,0.9365260601043701,0.09241816401481628,1.1358624696731567,0.3502899259328842,0.502698540687561,0.033261992037296295,0.5542871952056885
7,0.3412921229998271,0.8477146625518799,0.09375043958425522,1.0320196151733398,0.3436213433742523,1.0118823051452637,0.0027649677358567715,1.0175502300262451
8,0.3201265119844013,0.8416327238082886,0.06872516125440598,0.9798006415367126,0.320935919880867,0.7872154712677002,0.005557437893003225,0.7973830699920654
9,0.32667617085907197,0.8504824638366699,0.07991938292980194,1.00007963180542,0.32168133556842804,0.8657968044281006,0.003501357277855277,0.872700572013855
10,0.3208548012706969,0.8137655854225159,0.07853126525878906,0.9669907093048096,0.3144892603158951,0.8100268244743347,0.004944607149809599,0.8191976547241211
11,0.31880419370200896,0.8780379295349121,0.07374376058578491,1.0204514265060425,0.2996998280286789,0.527757465839386,0.014832591637969017,0.5507462620735168
12,0.3401994506518046,1.0638521909713745,0.07731576263904572,1.230445384979248,0.317297101020813,0.5697410702705383,0.028475524857640266,0.6165173053741455
13,0.31133253624041873,0.7927051186561584,0.08289103955030441,0.9483119249343872,0.30733512341976166,0.8285531997680664,0.0034840628504753113,0.8348019123077393
14,0.31783152040508056,0.7951638698577881,0.0728861391544342,0.9262372255325317,0.3067087233066559,0.5000311732292175,0.027889393270015717,0.5429647564888
15,0.29532460537221694,0.7533139586448669,0.0678771361708641,0.8796018958091736,0.28119971603155136,0.58440101146698,0.008263558149337769,0.5974639058113098
16,0.3194437424341838,0.8128362894058228,0.07101835310459137,0.9328423738479614,0.28963273763656616,0.7465286254882812,0.0044408561661839485,0.7540807723999023
17,0.2983703952696588,0.7111534476280212,0.07805059850215912,0.8630435466766357,0.3701307773590088,1.2043867111206055,0.0008583478629589081,1.206357717514038
18,0.30819620688756305,0.8322803974151611,0.07365251332521439,0.9675283432006836,0.3765868693590164,0.0863591805100441,0.13110390305519104,0.25435176491737366
19,0.31737494468688965,0.8441442251205444,0.07372906804084778,0.9940016865730286,0.2719394266605377,0.5947472453117371,0.006428503431379795,0.6049451231956482
20,0.3100668431984054,0.7832258939743042,0.08114966005086899,0.926115870475769,0.2764756754040718,0.49343591928482056,0.013107760809361935,0.5132330656051636
21,0.2741788733336661,0.6562572121620178,0.06513328850269318,0.771659791469574,0.28266143798828125,0.23961052298545837,0.028254905715584755,0.27519360184669495
22,0.29803237981266445,0.725727379322052,0.07004076987504959,0.8472063541412354,0.26293032616376877,0.5426810383796692,0.006987268570810556,0.5530499219894409
23,0.2855669715338283,0.6752129793167114,0.07759901136159897,0.8207714557647705,0.3171803057193756,0.1349455565214157,0.06587658822536469,0.21586796641349792
24,0.31569170620706344,0.7233132123947144,0.08480717241764069,0.8790810704231262,0.29544568061828613,0.922527551651001,0.0025907696690410376,0.9277937412261963
25,0.28957831031746334,0.7407366037368774,0.07232563942670822,0.8683878779411316,0.2725064307451248,0.7685676217079163,0.0032010553404688835,0.7738422751426697
26,0.27078230099545586,0.7005541324615479,0.06127088516950607,0.8122839331626892,0.24853219836950302,0.4425671696662903,0.0072139110416173935,0.4528545141220093
27,0.2995490108927091,0.7478582859039307,0.06721755117177963,0.8547346591949463,0.25323011726140976,0.4665095806121826,0.007536824326962233,0.47769951820373535
28,0.270462341606617,0.6763841509819031,0.05719698965549469,0.7721531391143799,0.3203017860651016,0.10704170912504196,0.07513412833213806,0.19981208443641663
29,0.29675320867035127,0.6893128156661987,0.07303771376609802,0.8118786811828613,0.3016507029533386,0.918907880783081,0.0018979950109496713,0.9225320816040039
30,0.2896035313606262,0.7630582451820374,0.05608953535556793,0.8599972128868103,0.25545428693294525,0.28529465198516846,0.013348966836929321,0.3023737668991089
31,0.2867413287361463,0.6832931041717529,0.06901644915342331,0.7947990894317627,0.2651868015527725,0.36349382996559143,0.01343579962849617,0.38160809874534607
32,0.2824253895216518,0.6416125297546387,0.0746697336435318,0.7678165435791016,0.25664684921503067,0.6577388644218445,0.004099066369235516,0.6646584272384644
33,0.2787082956896888,0.6479604840278625,0.061214905232191086,0.7548328042030334,0.2581693157553673,0.3345424234867096,0.012004620395600796,0.3511284589767456
34,0.28977693368991214,0.645946741104126,0.08294567465782166,0.7933248281478882,0.26786403357982635,0.788108229637146,0.003096196800470352,0.7937569618225098
35,0.2609729195634524,0.6836901307106018,0.05302625149488449,0.7784982323646545,0.23642095923423767,0.34417855739593506,0.008158859796822071,0.3551470935344696
36,0.2735089518957668,0.6802750825881958,0.06813829392194748,0.8028823137283325,0.2483358234167099,0.3114698529243469,0.011376158334314823,0.32717034220695496
37,0.28441451241572696,0.7323706150054932,0.05826220288872719,0.8275430202484131,0.23199132829904556,0.39091938734054565,0.006994802970439196,0.400600790977478
38,0.2595923948619101,0.6243093013763428,0.05754837021231651,0.7184072732925415,0.377113401889801,0.030300429090857506,0.15344034135341644,0.22261857986450195
39,0.27143140468332505,0.6117644309997559,0.06891297549009323,0.7211387157440186,0.2994225174188614,1.0369819402694702,0.0009436828549951315,1.0388187170028687
40,0.2577989829911126,0.6461827754974365,0.04362040385603905,0.7256567478179932,0.22568917274475098,0.35262495279312134,0.007817423902451992,0.36344531178474426
41,0.24884229981236988,0.5320309400558472,0.06612451374530792,0.644520103931427,0.23343109339475632,0.5892244577407837,0.0040055857971310616,0.5961143970489502
42,0.28691522114806706,0.6565331816673279,0.06922896951436996,0.7667179703712463,0.28578853607177734,1.0391367673873901,0.0011553805088624358,1.0414764881134033
43,0.2685302479399575,0.7829067707061768,0.04973006621003151,0.8677256107330322,0.22513312846422195,0.3998209238052368,0.0065240319818258286,0.40883249044418335
44,0.27725554009278613,0.6980120539665222,0.06296466290950775,0.8155912756919861,0.23302395641803741,0.5812799334526062,0.0048401495441794395,0.589246392250061
45,0.2653694566753175,0.6889060139656067,0.04893260821700096,0.7693207859992981,0.22852634638547897,0.4254632294178009,0.006689677946269512,0.4349982440471649
46,0.257205697397391,0.6517711877822876,0.044963736087083817,0.731560230255127,0.26383765041828156,0.14103031158447266,0.03290501609444618,0.1799035668373108
47,0.26467740204599166,0.6353464722633362,0.05324969440698624,0.7204578518867493,0.23092855513095856,0.5832520723342896,0.003942954819649458,0.589715838432312
48,0.27368734859757954,0.7198989391326904,0.04310086369514465,0.7899196147918701,0.22923099994659424,0.43378448486328125,0.006078905891627073,0.44317924976348877
49,0.24986247056060368,0.6585706472396851,0.048073623329401016,0.7408223748207092,0.21647975593805313,0.3666505217552185,0.00585158821195364,0.3744368553161621
50,0.26389742145935696,0.692980170249939,0.0610336996614933,0.7937844395637512,0.24365664273500443,0.32514920830726624,0.00848255306482315,0.33589890599250793
51,0.23929821037583882,0.6222301125526428,0.04227721691131592,0.6966923475265503,0.22088095545768738,0.276268869638443,0.008446505293250084,0.2867189049720764
52,0.26285551322831047,0.6733351945877075,0.05834518000483513,0.7719804048538208,0.21509182453155518,0.4403337240219116,0.005059684626758099,0.44748443365097046
53,0.24602668235699335,0.6476148962974548,0.04591463878750801,0.727620005607605,0.22241468727588654,0.6209107637405396,0.003505741013213992,0.6264829635620117
54,0.25523845023579067,0.6778399348258972,0.037960585206747055,0.7419395446777344,0.2585222199559212,0.12257698178291321,0.03775899484753609,0.16861554980278015
55,0.256326331032647,0.5906216502189636,0.06097270920872688,0.68296217918396,0.26966552436351776,0.9862446188926697,0.0011455956846475601,0.9885765314102173
56,0.275157679286268,0.7392566800117493,0.047901302576065063,0.8197190761566162,0.22762376815080643,0.6023336052894592,0.004807188641279936,0.6102567911148071
57,0.2510473223196136,0.7079479694366455,0.04168260097503662,0.7791689038276672,0.29867464303970337,0.14415033161640167,0.03408796340227127,0.18470323085784912
58,0.2614471490184466,0.6997140645980835,0.053505610674619675,0.7908656597137451,0.30283188819885254,1.0419942140579224,0.0007314409012906253,1.043499231338501
59,0.24629715085029602,0.6518306732177734,0.041743628680706024,0.7263167500495911,0.22452757507562637,0.2275284230709076,0.010456124320626259,0.24044746160507202
60,0.27314670301145977,0.8585755825042725,0.06056169047951698,0.9979459047317505,0.22774658352136612,0.38526880741119385,0.007543541491031647,0.3957267999649048
61,0.24751643505361345,0.6758348941802979,0.04438720643520355,0.7535998821258545,0.21335982531309128,0.44909247756004333,0.00537340110167861,0.45682239532470703
62,0.24841400732596716,0.6964819431304932,0.052740827202796936,0.7831355929374695,0.2203727662563324,0.6668655872344971,0.0034095793962478638,0.6733179092407227
63,0.24850496070252526,0.6847087740898132,0.049956854432821274,0.773714542388916,0.2101166620850563,0.5599411725997925,0.004899944178760052,0.5678094625473022
64,0.23433539436923134,0.6576346755027771,0.049663085490465164,0.7419335246086121,0.20956724137067795,0.6011232137680054,0.0038940678350627422,0.6072220802307129
65,0.2605944474538167,0.6386695504188538,0.046587251126766205,0.7181849479675293,0.21295380592346191,0.4668170213699341,0.005206756759434938,0.4739198088645935
66,0.2337043417824639,0.6052148342132568,0.04695441946387291,0.6832780241966248,0.2194323092699051,0.6535675525665283,0.0031655440106987953,0.6586502194404602
67,0.26485370761818355,0.6780464053153992,0.06230594590306282,0.776843786239624,0.22278527170419693,0.7499291300773621,0.002701305318623781,0.7550926804542542
68,0.23582649479309717,0.660121500492096,0.04194839298725128,0.7360331416130066,0.2303478941321373,0.8289229869842529,0.0016274709487333894,0.8317503929138184
69,0.24505303303400675,0.6828162670135498,0.047620564699172974,0.7637045383453369,0.2771909683942795,0.3632626533508301,0.013723690994083881,0.3824678063392639
70,0.24728798203998142,0.7248193025588989,0.04386569559574127,0.802903950214386,0.24729972332715988,0.26342934370040894,0.009850651025772095,0.2754882872104645
71,0.23073143677579033,0.6462283134460449,0.04008054360747337,0.7204142808914185,0.20508919656276703,0.4813024699687958,0.004716399125754833,0.488692969083786
72,0.25881539119614494,0.6605859398841858,0.042642924934625626,0.7270452976226807,0.21549031883478165,0.5212674140930176,0.0038924270775169134,0.5277626514434814
73,0.2502223278085391,0.7137901782989502,0.05128540098667145,0.7939638495445251,0.2735644429922104,0.9467061758041382,0.0010780426673591137,0.9489617943763733
74,0.23966759857204226,0.7002779841423035,0.03606540337204933,0.7644303441047668,0.20491480827331543,0.5157968401908875,0.004254493396729231,0.5223827362060547
75,0.24419622040457195,0.6652750372886658,0.03668726980686188,0.7249912619590759,0.2063388153910637,0.33796828985214233,0.005106044001877308,0.3444233238697052
76,0.2369338878326946,0.6125255823135376,0.045295968651771545,0.6878342032432556,0.20224755257368088,0.3060001730918884,0.006086220033466816,0.3145520091056824
77,0.22911660787132052,0.5112800598144531,0.04279322549700737,0.580681562423706,0.20866058766841888,0.1664571464061737,0.011249455623328686,0.17947447299957275
78,0.24692355261908638,0.6372709274291992,0.045480407774448395,0.7127807140350342,0.20273761451244354,0.42275261878967285,0.00454159639775753,0.42929738759994507
79,0.2510577291250229,0.6411018371582031,0.06098035350441933,0.7528553605079651,0.22038470953702927,0.7285436391830444,0.0022435819264501333,0.7323799133300781
80,0.23127430180708566,0.6567339897155762,0.04569495469331741,0.7371397018432617,0.20223475247621536,0.28351008892059326,0.00625813752412796,0.29185807704925537
81,0.2294540504614512,0.5365629196166992,0.03311251103878021,0.5872966051101685,0.19722818583250046,0.3164442777633667,0.005112857092171907,0.32332807779312134
82,0.2444567945268419,0.6483683586120605,0.04932798445224762,0.7233805060386658,0.2068372517824173,0.629311740398407,0.0031474565621465445,0.6341878175735474
83,0.23128587504227957,0.6639021635055542,0.06644085049629211,0.7992243766784668,0.21871259808540344,0.8466373085975647,0.0013783022295683622,0.8491652011871338
