,loss,Over_Seg_Rate,Under_Seg_Rate,Overall_err_rate,O_Rate,U_Rate,Err_rate
70,0.5276542454957962,1006810038272.0,0.0,1006810038272.0,inf,,inf
71,0.526596455110444,1006810038272.0,0.0,1006810038272.0,inf,,inf
72,0.533329524927669,1006810038272.0,0.0,1006810038272.0,inf,,inf
73,0.5274570220046573,1006809907200.0,0.0,1006809907200.0,inf,,inf
74,0.5266359895467758,1006809907200.0,0.0,1006809907200.0,inf,,inf
75,0.5000496407349905,1006809907200.0,0.0,1006809907200.0,inf,,inf
76,0.5255796843104892,1006810038272.0,0.0,1006810038272.0,inf,,inf
77,0.529538106587198,1006809907200.0,0.0,1006809907200.0,inf,,inf
78,0.5286358942588171,1006809907200.0,0.0,1006809907200.0,inf,,inf
79,0.5279260923465093,1006809907200.0,0.0,1006809907200.0,inf,,inf
80,0.526897700296508,1006810038272.0,0.0,1006810038272.0,inf,,inf
81,0.5265213068988588,1006810038272.0,0.0,1006810038272.0,inf,,inf
82,0.5251468088891771,1006809907200.0,0.0,1006809907200.0,inf,,inf
83,0.5251963287591934,1006810038272.0,0.0,1006810038272.0,inf,,inf
84,0.516630318429735,1006810038272.0,0.0,1006810038272.0,inf,,inf
85,0.5231300592422485,1006810038272.0,0.0,1006810038272.0,inf,,inf
86,0.5277824534310235,1006810038272.0,0.0,1006810038272.0,inf,,inf
87,0.5307916667726305,1006809907200.0,0.0,1006809907200.0,inf,,inf
88,0.5101165572802225,1006809907200.0,0.0,1006809907200.0,inf,,inf
89,0.5247128092580371,1006809907200.0,0.0,1006809907200.0,inf,,inf
90,0.5289180245664384,1006809907200.0,0.0,1006809907200.0,inf,,inf
91,0.5159041186173757,1006809907200.0,0.0,1006809907200.0,inf,,inf
92,0.5145950615406036,1006809907200.0,0.0,1006809907200.0,inf,,inf
93,0.5308391600847244,1006810038272.0,0.0,1006810038272.0,inf,,inf
94,0.5279263142082427,1006809907200.0,0.0,1006809907200.0,inf,,inf
95,0.5325896028015349,1006809841664.0,0.0,1006809841664.0,inf,,inf
96,0.5282291885879304,1006810038272.0,0.0,1006810038272.0,inf,,inf
97,0.5271766483783722,1006809907200.0,0.0,1006809907200.0,inf,,inf
98,0.5256363021002876,1006809907200.0,0.0,1006809907200.0,inf,,inf
99,0.5255865206321081,1006809907200.0,0.0,1006809907200.0,inf,,inf
