,loss,Over_Seg_Rate,Under_Seg_Rate,Overall_err_rate,O_Rate,U_Rate,Err_rate
0,1.0865234235922496,1245.840087890625,0.774468183517456,458867802112.0,1245.840087890625,0.774468183517456,inf
1,0.4738310757610533,4683.8056640625,0.7954020500183105,626680004608.0,4683.8056640625,0.7954020500183105,inf
2,0.4565403097205692,2896.402099609375,0.3402244746685028,256082771968.0,2896.402099609375,0.3402244746685028,inf
3,0.4283926437298457,6.147692680358887,0.01828148402273655,6.279007911682129,6.147692680358887,0.01828148402273655,6.279007911682129
4,0.3892352200216717,1.537994146347046,0.027559123933315277,1.6038786172866821,1.537994146347046,0.027559123933315277,1.6038786172866821
5,0.41416120032469433,1.2047853469848633,0.12098489701747894,1.4823905229568481,1.2047853469848633,0.12098489701747894,1.4823905229568481
6,0.3828548938035965,1.0764232873916626,0.07607588171958923,1.2516884803771973,1.0764232873916626,0.07607588171958923,1.2516884803771973
7,0.42439518372217816,0.9741807579994202,0.15121233463287354,1.3868151903152466,0.9741807579994202,0.15121233463287354,1.3868151903152466
8,0.38419345683521694,0.9913561344146729,0.09421414136886597,1.1943299770355225,0.9913561344146729,0.09421414136886597,1.1943299770355225
9,0.3855005254348119,0.908930242061615,0.11598527431488037,1.1442713737487793,0.908930242061615,0.11598527431488037,1.1442713737487793
10,0.38801008462905884,0.8895763754844666,0.12370215356349945,1.1477999687194824,0.8895763754844666,0.12370215356349945,1.1477999687194824
11,0.37879691355758244,0.8370862603187561,0.10763835161924362,1.0542384386062622,0.8370862603187561,0.10763835161924362,1.0542384386062622
12,0.36880556411213344,0.8667863011360168,0.10358533263206482,1.0851579904556274,0.8667863011360168,0.10358533263206482,1.0851579904556274
13,0.3916136357519362,0.8124628067016602,0.1443048119544983,1.094893217086792,0.8124628067016602,0.1443048119544983,1.094893217086792
14,0.38931160668532055,0.8296263813972473,0.1397053599357605,1.1195812225341797,0.8296263813972473,0.1397053599357605,1.1195812225341797
15,0.38893814716074204,0.8279818892478943,0.15263354778289795,1.1429520845413208,0.8279818892478943,0.15263354778289795,1.1429520845413208
16,0.3751686712106069,0.7765443325042725,0.14336663484573364,1.1550174951553345,0.7765443325042725,0.14336663484573364,1.1550174951553345
17,0.3838854821191894,0.8176453113555908,0.11419301480054855,1.0345243215560913,0.8176453113555908,0.11419301480054855,1.0345243215560913
18,0.34018152952194214,0.7868424654006958,0.10094041377305984,0.9872052073478699,0.7868424654006958,0.10094041377305984,0.9872052073478699
19,0.4041945156123903,0.6266241669654846,0.1462382674217224,0.944014847278595,0.6266241669654846,0.1462382674217224,0.944014847278595
20,0.39758367505338454,0.7332898378372192,0.13074615597724915,0.9621080756187439,0.7332898378372192,0.13074615597724915,0.9621080756187439
21,0.37402501867877114,0.7604084014892578,0.11141294986009598,0.9709265232086182,0.7604084014892578,0.11141294986009598,0.9709265232086182
22,0.38300105929374695,0.7120009660720825,0.1394631266593933,1.0578150749206543,0.7120009660720825,0.1394631266593933,1.0578150749206543
23,0.35423993070920307,0.6924914717674255,0.10599730163812637,0.895824670791626,0.6924914717674255,0.10599730163812637,0.895824670791626
24,0.3451474971241421,0.7309563159942627,0.09502876549959183,0.9137795567512512,0.7309563159942627,0.09502876549959183,0.9137795567512512
25,0.3534002933237288,0.6932651996612549,0.10194281488656998,0.8687445521354675,0.6932651996612549,0.10194281488656998,0.8687445521354675
26,0.3579627027114232,0.6754733920097351,0.10095072537660599,0.8563123345375061,0.6754733920097351,0.10095072537660599,0.8563123345375061
27,0.3819190230634477,0.7109541296958923,0.11375942826271057,0.9146645665168762,0.7109541296958923,0.11375942826271057,0.9146645665168762
28,0.37958664778206086,0.6525096297264099,0.10804517567157745,0.856666088104248,0.6525096297264099,0.10804517567157745,0.856666088104248
29,0.38752952880329555,0.5645557641983032,0.13580292463302612,0.8849794864654541,0.5645557641983032,0.13580292463302612,0.8849794864654541
30,0.3585304882791307,0.6692554354667664,0.109126515686512,0.8845884799957275,0.6692554354667664,0.109126515686512,0.8845884799957275
31,0.3393479867113961,0.6297432780265808,0.09149544686079025,0.7918169498443604,0.6297432780265808,0.09149544686079025,0.7918169498443604
32,0.4037834819820192,0.7614567279815674,0.12754425406455994,0.9873548150062561,0.7614567279815674,0.12754425406455994,0.9873548150062561
